,Unnamed: 0,Age,Month,Site,Departamento,Municipio,Empresa,Estrato 1_Suscriptores,Estrato 2_Suscriptores,Estrato 3_Suscriptores,Estrato 4_Suscriptores,Estrato 5_Suscriptores,Estrato 6_Suscriptores,Industrial_Suscriptores,Comercial_Suscriptores,Oficial_Suscriptores,Otros_Suscriptores,Estrato 1_Consumo,Estrato 2_Consumo,Estrato 3_Consumo,Estrato 4_Consumo,Estrato 5_Consumo,Estrato 6_Consumo,Industrial_Consumo,Comercial_Consumo,Oficial_Consumo,Otros_Consumo,Estrato 1_Valor Consumo,Estrato 2_Valor Consumo,Estrato 3_Valor Consumo,Estrato 4_Valor Consumo,Estrato 5_Valor Consumo,Estrato 6_Valor Consumo,Industrial_Valor Consumo,Comercial_Valor Consumo,Oficial_Valor Consumo,Otros_Valor Consumo,Estrato 1_Consumo Por Suscritor,Estrato 2_Consumo Por Suscritor,Estrato 3_Consumo Por Suscritor,Estrato 4_Consumo Por Suscritor,Estrato 5_Consumo Por Suscritor,Estrato 6_Consumo Por Suscritor,Industrial_Consumo Por Suscritor,Comercial_Consumo Por Suscritor,Oficial_Consumo Por Suscritor,Otros_Consumo Por Suscritor,Estrato 1_Valor Por Suscritor,Estrato 2_Valor Por Suscritor,Estrato 3_Valor Por Suscritor,Estrato 4_Valor Por Suscritor,Estrato 5_Valor Por Suscritor,Estrato 6_Valor Por Suscritor,Industrial_Valor Por Suscritor,Comercial_Valor Por Suscritor,Oficial_Valor Por Suscritor,Otros_Valor Por Suscritor,Estrato 1_Precio por Vatio,Estrato 2_Precio por Vatio,Estrato 3_Precio por Vatio,Estrato 4_Precio por Vatio,Estrato 5_Precio por Vatio,Estrato 6_Precio por Vatio,Industrial_Precio por Vatio,Comercial_Precio por Vatio,Oficial_Precio por Vatio,Otros_Precio por Vatio
36404,1971,2018,Mayo,Urbano,VALLE DEL CAUCA,GUACARI,VATIA S.A. E.S.P.,,,,,,,3.0,2.0,,,,,,,,,11004.0,37526.0,,,,,,,,,4023385.0,15598821.0,,,,,,,,,3668.0,18763.0,,,,,,,,,1341128.3333333333,7799410.5,,,,,,,,,365.629316612141,415.68035495389864,,
36881,242,2004,Febrero,Rural,VALLE DEL CAUCA,GUACARI,COMERCIALIZAR S.A. E.S.P. EN LIQUIDACION,,,,,,,1.0,,,,,,,,,,6115.0,,,,,,,,,,1372096.0,,,,,,,,,,6115.0,,,,,,,,,,1372096.0,,,,,,,,,,224.38201144726082,,,
37502,863,2004,Febrero,Rural,VALLE DEL CAUCA,GUACARI,EMPRESA DE ENERGÍA DEL PACÍFICO S.A. E.S.P.,3.0,90.0,1.0,,,,59.0,7.0,1.0,,758.0,41716.0,720.0,,,,528832.0,4263.0,640.0,,198983.0,10550078.0,167695.0,,,,84288463.0,1102343.0,167695.0,,252.66666666666666,463.5111111111111,720.0,,,,8963.254237288136,609.0,640.0,,66327.66666666667,117223.08888888889,167695.0,,,,1428618.0169491526,157477.57142857142,167695.0,,262.5105540897098,252.90243551634865,232.90972222222223,,,,159.3860866967203,258.58386113065916,262.0234375,
38627,1019,2008,Junio,Rural,VALLE DEL CAUCA,GUACARI,EMPRESA DE ENERGÍA DEL PACÍFICO S.A. E.S.P.,28.0,105.0,8.0,1.0,1.0,1.0,46.0,10.0,1.0,,5277.0,28841.0,5329.0,1184.0,4793.0,576.0,256207.0,14349.0,1320.0,,1742487.34,9564521.17,1725988.97,279577.92,1431764.96,195108.48,48660173.76,4391992.51,394310.4,,188.46428571428572,274.67619047619047,666.125,1184.0,4793.0,576.0,5569.717391304348,1434.9,1320.0,,62231.690714285716,91090.67780952381,215748.62125,279577.92,1431764.96,195108.48,1057829.864347826,439199.251,394310.4,,330.2041576653402,331.6293183315419,323.8860893225746,236.13,298.71999999999997,338.73,189.92523139492673,306.0835256812321,298.72,
38852,1244,2008,Junio,Rural,VALLE DEL CAUCA,GUACARI,ENERTOTAL S.A. E.S.P.,,,,,,,5.0,1.0,,,,,,,,,25066.0,15068.0,,,,,,,,,6119260.0,4002110.0,,,,,,,,,5013.2,15068.0,,,,,,,,,1223852.0,4002110.0,,,,,,,,,244.12590760392564,265.6032651977701,,
38881,1273,2008,Junio,Rural,VALLE DEL CAUCA,GUACARI,VATIA S.A. E.S.P.,,,,,,,1.0,,,,,,,,,,539.0,,,,,,,,,,134296.0,,,,,,,,,,539.0,,,,,,,,,,134296.0,,,,,,,,,,249.15769944341372,,,
39629,744,2018,Abril,Rural,VALLE DEL CAUCA,GUACARI,EMPRESA DE ENERGÍA DEL PACÍFICO S.A. E.S.P.,6.0,15.0,6.0,,,,42.0,11.0,1.0,52.0,969.0,3859.0,4796.0,,,,522228.0,48850.0,1040.0,183423.0,502921.54,1898648.53,2394887.06,,,,216940320.68,25321009.3,508612.0,87015648.87,161.5,257.26666666666665,799.3333333333334,,,,12434.0,4440.909090909091,1040.0,3527.3653846153848,83820.25666666667,126576.56866666667,399147.8433333333,,,,5165245.73047619,2301909.9363636365,508612.0,1673377.8628846155,519.0108771929824,492.0053200310962,499.350929941618,,,,415.4130392855228,518.3420532241556,489.05,474.39878788374415
39856,971,2018,Abril,Rural,VALLE DEL CAUCA,GUACARI,ENERTOTAL S.A. E.S.P.,,,,,,,1.0,,,,,,,,,,10768.0,,,,,,,,,,5736255.0,,,,,,,,,,10768.0,,,,,,,,,,5736255.0,,,,,,,,,,532.713131500743,,,
40989,1037,2016,Septiembre,Rural,VALLE DEL CAUCA,GUACARI,ENERTOTAL S.A. E.S.P.,,,,,,,1.0,1.0,,,,,,,,,11394.0,17435.0,,,,,,,,,5434374.0,8311924.0,,,,,,,,,11394.0,17435.0,,,,,,,,,5434374.0,8311924.0,,,,,,,,,476.9505002632965,476.73782621164327,,
43015,1105,2011,Septiembre,Rural,VALLE DEL CAUCA,GUACARI,ENERTOTAL S.A. E.S.P.,,,,,,,5.0,1.0,,,,,,,,,61286.0,10667.0,,,,,,,,,16410179.03,3368922.99,,,,,,,,,12257.2,10667.0,,,,,,,,,3282035.806,3368922.99,,,,,,,,,267.76391068106904,315.8266607293522,,
43055,1145,2011,Septiembre,Rural,VALLE DEL CAUCA,GUACARI,VATIA S.A. E.S.P.,,,,,,,1.0,,,,,,,,,,27236.0,,,,,,,,,,7183478.0,,,,,,,,,,27236.0,,,,,,,,,,7183478.0,,,,,,,,,,263.7493758261125,,,
43614,456,2007,Mayo,Urbano,VALLE DEL CAUCA,GUACARI,DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.,,,,,,,1.0,,,,,,,,,,2826.0,,,,,,,,,,717134.0,,,,,,,,,,2826.0,,,,,,,,,,717134.0,,,,,,,,,,253.76291578202407,,,
44272,1114,2007,Mayo,Urbano,VALLE DEL CAUCA,GUACARI,EMPRESA DE ENERGÍA DEL PACÍFICO S.A. E.S.P.,174.0,3598.0,219.0,,,,20.0,216.0,17.0,3.0,21198.0,450493.0,32103.0,,,,135863.0,87123.0,26670.0,90122.0,6512237.58,138241027.12,9862362.63,,,,30871118.69,26404269.64,7814439.15,21926977.75,121.82758620689656,125.2065036131184,146.58904109589042,,,,6793.15,403.34722222222223,1568.8235294117646,30040.666666666668,37426.65275862069,38421.6306614786,45033.6193150685,,,,1543555.9345,122241.98907407408,459672.8911764706,7308992.583333333,307.21,306.8660936351952,307.21000000000004,,,,227.22241294539353,303.0688754978594,293.00484251968504,243.30327500499322
45085,322,2010,Mayo,Urbano,VALLE DEL CAUCA,GUACARI,DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.,,,,,,,1.0,,,,,,,,,,572.0,,,,,,,,,,197071.0,,,,,,,,,,572.0,,,,,,,,,,197071.0,,,,,,,,,,344.52972027972027,,,
45843,1080,2010,Mayo,Urbano,VALLE DEL CAUCA,GUACARI,EMPRESA DE ENERGÍA DEL PACÍFICO S.A. E.S.P.,203.0,3859.0,183.0,,,,19.0,228.0,16.0,1.0,28164.0,510491.0,28167.0,,,,178513.0,100672.0,24940.0,101158.0,10716678.8,194073585.97,10715274.0,,,,49767991.42,37864112.01,8899582.02,29639666.26,138.73891625615764,132.2858253433532,153.91803278688525,,,,9395.421052631578,441.5438596491228,1558.75,101158.0,52791.52118226601,50291.15987820679,58553.40983606558,,,,2619367.969473684,166070.6667105263,556223.87625,29639666.26,380.5098281494106,380.1704358548927,380.4194269890297,,,,278.7919726854627,376.1136364629688,356.83969607056935,293.00367998576485
47715,1070,2013,Marzo,Rural,VALLE DEL CAUCA,GUACARI,ENERTOTAL S.A. E.S.P.,,,,,,,5.0,1.0,,,,,,,,,45130.0,18897.0,,,,,,,,,14729786.0,6837106.0,,,,,,,,,9026.0,18897.0,,,,,,,,,2945957.2,6837106.0,,,,,,,,,326.38568579658767,361.80907022278666,,
47781,1136,2013,Marzo,Rural,VALLE DEL CAUCA,GUACARI,VATIA S.A. E.S.P.,,,,,,,1.0,,,,,,,,,,21608.0,,,,,,,,,,6664479.0,,,,,,,,,,21608.0,,,,,,,,,,6664479.0,,,,,,,,,,308.4264624213254,,,
48049,263,2003,Enero,Rural,VALLE DEL CAUCA,GUACARI,COMERCIALIZAR S.A. E.S.P. EN LIQUIDACION,,,,,,,1.0,,,,,,,,,,15045.0,,,,,,,,,,2424433.0,,,,,,,,,,15045.0,,,,,,,,,,2424433.0,,,,,,,,,,161.14543037554006,,,
48544,758,2003,Enero,Rural,VALLE DEL CAUCA,GUACARI,EMPRESA DE ENERGÍA DEL PACÍFICO S.A. E.S.P.,159.0,2376.0,2.0,,,,63.0,33.0,17.0,6.0,36371.0,629276.0,612.0,,,,558330.0,31299.0,6347.0,1863.0,7877699.0,136270329.0,132645.0,,,,84507795.0,6777537.0,1429496.0,403654.0,228.74842767295598,264.8468013468013,306.0,,,,8862.380952380952,948.4545454545455,373.3529411764706,310.5,49545.27672955975,57352.832070707074,66322.5,,,,1341393.5714285714,205379.9090909091,84088.0,67275.66666666667,216.59286244535483,216.5509712749255,216.74019607843138,,,,151.35814840685615,216.54164669797757,225.22388530014177,216.66881374127752
48988,348,2014,Julio,Urbano,VALLE DEL CAUCA,GUACARI,DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.,,,,,,,1.0,,,,,,,,,,8319.0,,,,,,,,,,2651604.0,,,,,,,,,,8319.0,,,,,,,,,,2651604.0,,,,,,,,,,318.74071402812837,,,
49783,1143,2014,Julio,Urbano,VALLE DEL CAUCA,GUACARI,EMPRESA DE ENERGÍA DEL PACÍFICO S.A. E.S.P.,433.0,4484.0,149.0,,,,10.0,257.0,15.0,4.0,43815.0,536619.0,29669.0,,,,96523.0,99338.0,27166.0,78884.0,17710249.78,216648035.51,11992803.18,,,,29789170.16,39366426.3,10046346.44,22965799.45,101.18937644341801,119.67417484388939,199.1208053691275,,,,9652.3,386.52918287937746,1811.0666666666666,19721.0,40901.26969976906,48315.79739295272,80488.61194630872,,,,2978917.016,153176.7560311284,669756.4293333333,5741449.8625,404.20517585301843,403.7278506910862,404.22,,,,308.6225061384333,396.28768749119166,369.8132386070824,291.13380977130976
50563,1923,2014,Julio,Urbano,VALLE DEL CAUCA,GUACARI,VATIA S.A. E.S.P.,,,,,,,,1.0,,,,,,,,,,11572.0,,,,,,,,,,4407124.0,,,,,,,,,,11572.0,,,,,,,,,,4407124.0,,,,,,,,,,380.84376080193573,,
51928,1136,2010,Septiembre,Rural,VALLE DEL CAUCA,GUACARI,ENERTOTAL S.A. E.S.P.,,,,,,,6.0,1.0,,,,,,,,,73620.0,11732.0,,,,,,,,,21883765.0,4014179.0,,,,,,,,,12270.0,11732.0,,,,,,,,,3647294.1666666665,4014179.0,,,,,,,,,297.2529883183917,342.15640981929766,,
51963,1171,2010,Septiembre,Rural,VALLE DEL CAUCA,GUACARI,VATIA S.A. E.S.P.,,,,,,,1.0,,,,,,,,,,12330.0,,,,,,,,,,3343972.0,,,,,,,,,,12330.0,,,,,,,,,,3343972.0,,,,,,,,,,271.2061638280616,,,
52893,925,2010,Diciembre,Rural,VALLE DEL CAUCA,GUACARI,EMPRESA DE ENERGÍA DEL PACÍFICO S.A. E.S.P.,18.0,56.0,7.0,,1.0,,15.0,12.0,1.0,29.0,2857.0,13189.0,3929.0,,3840.0,,218437.0,10655.0,680.0,59432.0,1055780.04,4659750.37,1342824.13,,1287974.4,,46268256.01,3275683.2,226032.0,18288344.31,158.72222222222223,235.51785714285714,561.2857142857143,,3840.0,,14562.466666666667,887.9166666666666,680.0,2049.3793103448274,58654.44666666667,83209.8280357143,191832.01857142855,,1287974.4,,3084550.4006666667,272973.60000000003,226032.0,630632.562413793,369.54149107455373,353.3058131776481,341.7724942733519,,335.40999999999997,,211.81510462971016,307.4315532613797,332.4,307.71880990039034
53120,1152,2010,Diciembre,Rural,VALLE DEL CAUCA,GUACARI,ENERTOTAL S.A. E.S.P.,,,,,,,6.0,1.0,,,,,,,,,20314.0,10307.0,,,,,,,,,5377991.0,2841713.0,,,,,,,,,3385.6666666666665,10307.0,,,,,,,,,896331.8333333334,2841713.0,,,,,,,,,264.74308358767354,275.7070922673911,,
53154,1186,2010,Diciembre,Rural,VALLE DEL CAUCA,GUACARI,VATIA S.A. E.S.P.,,,,,,,1.0,,,,,,,,,,561.0,,,,,,,,,,380658.0,,,,,,,,,,561.0,,,,,,,,,,380658.0,,,,,,,,,,678.5347593582887,,,
54075,916,2017,Agosto,Rural,VALLE DEL CAUCA,GUACARI,ENERTOTAL S.A. E.S.P.,,,,,,,1.0,,1.0,,,,,,,,6068.0,,20149.0,,,,,,,,2996544.0,,9913333.0,,,,,,,,6068.0,,20149.0,,,,,,,,2996544.0,,9913333.0,,,,,,,,493.82729070533946,,492.00124075636506,
54575,411,2005,Abril,Urbano,VALLE DEL CAUCA,GUACARI,DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.,,,,,,,1.0,,,,,,,,,,8668.0,,,,,,,,,,1909288.0,,,,,,,,,,8668.0,,,,,,,,,,1909288.0,,,,,,,,,,220.26857406552838,,,
55329,1165,2005,Abril,Urbano,VALLE DEL CAUCA,GUACARI,EMPRESA DE ENERGÍA DEL PACÍFICO S.A. E.S.P.,167.0,3307.0,242.0,,,,19.0,208.0,23.0,8.0,20652.86,408158.8,32537.36,,,,83073.51,70656.02,22948.33,111509.0,6356951.0,125615085.0,10015018.0,,,,21028248.0,21447285.0,6958105.0,28050964.0,123.66982035928145,123.4226791654067,134.4519008264463,,,,4372.29,339.69240384615387,997.7534782608697,13938.625,38065.5748502994,37984.603870577565,41384.371900826445,,,,1106749.894736842,103111.94711538461,302526.3043478261,3506370.5,307.8000335062553,307.76032514795713,307.80057140468676,,,,253.12819935018996,303.5450482492503,303.20746651281377,251.55784734864451
55864,280,2004,Marzo,Urbano,VALLE DEL CAUCA,GUACARI,DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.,,,,,,,1.0,,,,,,,,,,22343.0,,,,,,,,,,211537.0,,,,,,,,,,22343.0,,,,,,,,,,211537.0,,,,,,,,,,9.467708006982052,,,
56614,1030,2004,Marzo,Urbano,VALLE DEL CAUCA,GUACARI,EMPRESA DE ENERGÍA DEL PACÍFICO S.A. E.S.P.,153.0,3177.0,281.0,,,,16.0,200.0,24.0,5.0,20401.0,412618.0,45413.0,,,,114048.0,76215.0,23046.0,102971.0,5514798.0,111377629.0,12276041.0,,,,24058553.0,20297256.0,6033099.0,21752003.0,133.33986928104576,129.8766131570664,161.6120996441281,,,,7128.0,381.075,960.25,20594.2,36044.43137254902,35057.48473402581,43686.97864768683,,,,1503659.5625,101486.28,251379.125,4350400.6,270.3199843144944,269.9291572350213,270.31997445665337,,,,210.9511170735129,266.3157646132651,261.78508200989324,211.24397160365538
57184,339,2009,Julio,Urbano,VALLE DEL CAUCA,GUACARI,DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.,,,,,,,1.0,,,,,,,,,,6742.0,,,,,,,,,,1800099.0,,,,,,,,,,6742.0,,,,,,,,,,1800099.0,,,,,,,,,,266.9977751409077,,,
57947,1102,2009,Julio,Urbano,VALLE DEL CAUCA,GUACARI,EMPRESA DE ENERGÍA DEL PACÍFICO S.A. E.S.P.,191.0,3783.0,191.0,,,,18.0,226.0,16.0,1.0,27005.0,509312.0,28442.0,,,,144846.0,95546.0,25514.0,100374.0,10287821.95,193722324.25,10839530.62,,,,40456015.41,983744.6,9087726.11,30297905.73,141.38743455497382,134.63177372455723,148.9109947643979,,,,8047.0,422.7699115044248,1594.625,100374.0,53862.942146596855,51208.650343642614,56751.46921465968,,,,2247556.4116666666,4352.852212389381,567982.881875,30297905.73,380.9598944639881,380.36080879696533,381.10999999999996,,,,279.3036425583033,10.29603123103008,356.18586305557733,301.8501377846853
58983,326,2012,Julio,Urbano,VALLE DEL CAUCA,GUACARI,DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.,,,,,,,1.0,,,,,,,,,,6816.0,,,,,,,,,,1961944.0,,,,,,,,,,6816.0,,,,,,,,,,1961944.0,,,,,,,,,,287.84389671361504,,,
59699,1042,2012,Julio,Urbano,VALLE DEL CAUCA,GUACARI,EMPRESA DE ENERGÍA DEL PACÍFICO S.A. E.S.P.,219.0,4260.0,178.0,,,,12.0,242.0,14.0,7.0,26417.0,520950.0,28826.0,,,,213808.0,107781.0,19871.0,119385.0,9558430.79,188364055.57,10394367.34,,,,57027216.63,38986915.64,6918802.13,37365639.15,120.62557077625571,122.28873239436619,161.9438202247191,,,,17817.333333333332,445.37603305785126,1419.357142857143,17055.0,43645.802694063925,44216.91445305164,58395.32213483146,,,,4752268.0525,161102.95719008264,494200.15214285714,5337948.45,361.82877654540636,361.5779932239179,360.59,,,,266.72162234341096,361.72345441218766,348.18590559106235,312.9843711521548
60395,1738,2012,Julio,Urbano,VALLE DEL CAUCA,GUACARI,VATIA S.A. E.S.P.,,,,,,,,1.0,,,,,,,,,,11676.0,,,,,,,,,,4043100.0,,,,,,,,,,11676.0,,,,,,,,,,4043100.0,,,,,,,,,,346.2744090441932,,
60804,348,2014,Agosto,Urbano,VALLE DEL CAUCA,GUACARI,DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.,,,,,,,1.0,,,,,,,,,,11331.0,,,,,,,,,,3390657.0,,,,,,,,,,11331.0,,,,,,,,,,3390657.0,,,,,,,,,,299.2372253110935,,,
61595,1139,2014,Agosto,Urbano,VALLE DEL CAUCA,GUACARI,EMPRESA DE ENERGÍA DEL PACÍFICO S.A. E.S.P.,442.0,4491.0,149.0,,1.0,,10.0,250.0,15.0,2.0,44937.0,513955.0,28691.0,,4063.0,,101033.0,99273.0,28263.0,76193.0,18038651.46,206105307.39,11511403.02,,1484782.72,,30741628.78,39035687.39,10334657.88,21714380.12,101.66742081447964,114.4411044310844,192.55704697986576,,4063.0,,10103.3,397.092,1884.2,38096.5,40811.42864253394,45892.9653507014,77257.73838926174,,1484782.72,,3074162.878,156142.74956,688977.192,10857190.06,401.4209106081848,401.0181969043982,401.21999999999997,,365.44,,304.2731461997565,393.2155509554461,365.6603290521176,284.99179872166735
62373,1917,2014,Agosto,Urbano,VALLE DEL CAUCA,GUACARI,VATIA S.A. E.S.P.,,,,,,,,1.0,,,,,,,,,,11704.0,,,,,,,,,,4303988.0,,,,,,,,,,11704.0,,,,,,,,,,4303988.0,,,,,,,,,,367.7365003417635,,
62836,356,2015,Abril,Urbano,VALLE DEL CAUCA,GUACARI,DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.,,,,,,,1.0,,,,,,,,,,324.0,,,,,,,,,,102295.0,,,,,,,,,,324.0,,,,,,,,,,102295.0,,,,,,,,,,315.7253086419753,,,
63632,1152,2015,Abril,Urbano,VALLE DEL CAUCA,GUACARI,EMPRESA DE ENERGÍA DEL PACÍFICO S.A. E.S.P.,445.0,4560.0,141.0,,1.0,,9.0,252.0,16.0,2.0,46698.0,521233.0,26924.0,,4553.0,,101604.0,135864.0,29618.0,77658.0,19168807.2,214129045.16,11065225.52,,1654195.96,,32022696.74,52117985.28,11014130.7,23296065.58,104.93932584269663,114.30548245614035,190.95035460992906,,4553.0,,11289.333333333334,539.1428571428571,1851.125,38829.0,43075.971235955054,46958.12393859649,78476.77673758865,,1654195.96,,3558077.4155555554,206817.4019047619,688383.16875,11648032.79,410.4845432352563,410.81252560754973,410.98,,363.32,,315.17161470020864,383.6040840840841,371.87287122695653,299.98281670916066
64398,1918,2015,Abril,Urbano,VALLE DEL CAUCA,GUACARI,VATIA S.A. E.S.P.,,,,,,,2.0,1.0,,,,,,,,,30123.0,12504.0,,,,,,,,,8942440.0,5156840.0,,,,,,,,,15061.5,12504.0,,,,,,,,,4471220.0,5156840.0,,,,,,,,,296.86419015370313,412.41522712731927,,
65238,731,2018,Agosto,Rural,VALLE DEL CAUCA,GUACARI,EMPRESA DE ENERGÍA DEL PACÍFICO S.A. E.S.P.,8.0,21.0,6.0,,,1.0,42.0,11.0,1.0,53.0,811.0,5094.0,4116.0,,,0.0,567066.0,40972.0,1000.0,387085.0,428463.47,2024480.81,2126388.96,,,59551.38,240008102.88,21188980.65,492630.0,186524250.73,101.375,242.57142857142858,686.0,,,0.0,13501.57142857143,3724.7272727272725,1000.0,7303.490566037736,53557.93375,96403.84809523809,354398.16,,,59551.38,5714478.64,1926270.968181818,492630.0,3519325.485471698,528.315006165228,397.4245798979191,516.6153935860058,,,inf,423.24544740823814,517.1575868886068,492.63,481.8689712337083
65469,962,2018,Agosto,Rural,VALLE DEL CAUCA,GUACARI,ENERTOTAL S.A. E.S.P.,,,,,,,1.0,,,,,,,,,,12095.0,,,,,,,,,,6457685.0,,,,,,,,,,12095.0,,,,,,,,,,6457685.0,,,,,,,,,,533.9136006614303,,,
66488,909,2006,Junio,Rural,VALLE DEL CAUCA,GUACARI,EMPRESA DE ENERGÍA DEL PACÍFICO S.A. E.S.P.,,,,,,,7.0,,,,,,,,,,1275377.81,,,,,,,,,,194202288.4,,,,,,,,,,182196.83000000002,,,,,,,,,,27743184.057142857,,,,,,,,,,152.27039931014636,,,
66616,1037,2006,Junio,Rural,VALLE DEL CAUCA,GUACARI,ENERTOTAL S.A. E.S.P.,,,,,,,5.0,,,,,,,,,,74463.0,,,,,,,,,,15503743.0,,,,,,,,,,14892.6,,,,,,,,,,3100748.6,,,,,,,,,,208.20733787250043,,,
67690,935,2003,Enero,Urbano,VALLE DEL CAUCA,GUACARI,EMPRESA DE ENERGÍA DEL PACÍFICO S.A. E.S.P.,142.0,3003.0,313.0,,,,14.0,201.0,24.0,6.0,20423.0,428561.0,52930.0,,,,80847.0,76772.0,18982.0,109216.0,4426612.0,92889309.0,11472416.0,,,,13347778.0,16638146.0,4215988.0,20980971.0,143.82394366197184,142.71095571095572,169.10543130990416,,,,5774.785714285715,381.9502487562189,790.9166666666666,18202.666666666668,31173.323943661973,30932.17082917083,36653.08626198083,,,,953412.7142857143,82776.84577114428,175666.16666666666,3496828.5,216.7464133574891,216.74699517688265,216.74694880030228,,,,165.09923683006173,216.7215391027979,222.10452007164682,192.10528677116903
68208,383,2004,Febrero,Urbano,VALLE DEL CAUCA,GUACARI,DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.,,,,,,,1.0,,,,,,,,,,22343.0,,,,,,,,,,211537.0,,,,,,,,,,22343.0,,,,,,,,,,211537.0,,,,,,,,,,9.467708006982052,,,
68954,1129,2004,Febrero,Urbano,VALLE DEL CAUCA,GUACARI,EMPRESA DE ENERGÍA DEL PACÍFICO S.A. E.S.P.,154.0,3150.0,283.0,,,,15.0,194.0,23.0,6.0,20845.0,402844.0,44958.0,,,,57091.0,69092.0,20526.0,102928.0,5578335.0,107789182.0,12031196.0,,,,12325405.0,18489769.0,5417144.0,21535977.0,135.35714285714286,127.88698412698413,158.86219081272085,,,,3806.0666666666666,356.1443298969072,892.4347826086956,17154.666666666668,36222.954545454544,34218.787936507935,42513.06007067138,,,,821693.6666666666,95308.08762886598,235528.0,3589329.5,267.61021827776443,267.5705285420659,267.60968014591396,,,,215.89050813613355,267.6108521970706,263.9162038390334,209.23341559148142
70036,910,2005,Octubre,Rural,VALLE DEL CAUCA,GUACARI,EMPRESA DE ENERGÍA DEL PACÍFICO S.A. E.S.P.,15.0,215.0,12.0,1.0,2.0,,57.0,9.0,2.0,,2326.0,38539.0,4394.0,398.0,6163.0,,851345.04,5001.0,17200.0,,664799.99,11136837.45,1240399.36,117724.42,1594676.25,,133022743.83,1369008.79,3599957.2,,155.06666666666666,179.25116279069766,366.1666666666667,398.0,3081.5,,14935.877894736843,555.6666666666666,8600.0,,44319.99933333333,51799.24395348837,103366.61333333334,117724.42,797338.125,,2333732.347894737,152112.08777777778,1799978.6,,285.8125494411006,288.97577648615686,282.29389167045974,295.79,258.75,,156.2500955311844,273.7470085982804,209.29983720930232,
70218,1092,2005,Octubre,Rural,VALLE DEL CAUCA,GUACARI,ENERTOTAL S.A. E.S.P.,,,,,,,2.0,,,,,,,,,,2209.0,,,,,,,,,,469462.0,,,,,,,,,,1104.5,,,,,,,,,,234731.0,,,,,,,,,,212.52240832956088,,,
70937,704,2019,Abril,Rural,VALLE DEL CAUCA,GUACARI,EMPRESA DE ENERGÍA DEL PACÍFICO S.A. E.S.P.,13.0,17.0,6.0,,,,43.0,10.0,1.0,49.0,1652.0,4246.0,5370.0,,,,564086.0,33269.0,880.0,205503.0,847268.09,2018816.4,2767423.44,,,,233113109.32,17275042.06,428656.8,98767964.17,127.07692307692308,249.76470588235293,895.0,,,,13118.279069767443,3326.9,880.0,4193.938775510204,65174.46846153846,118753.90588235293,461237.24,,,,5421235.100465116,1727504.2059999998,428656.8,2015672.7381632654,512.8741464891041,475.46311822892136,515.3488715083798,,,,413.2581012824285,519.2534209023414,487.11,480.6156804036924
71177,944,2019,Abril,Rural,VALLE DEL CAUCA,GUACARI,ENERTOTAL S.A. E.S.P.,,,,,,,1.0,,,,,,,,,,9382.0,,,,,,,,,,5344195.0,,,,,,,,,,9382.0,,,,,,,,,,5344195.0,,,,,,,,,,569.622148795566,,,
72317,995,2012,Noviembre,Rural,VALLE DEL CAUCA,GUACARI,ENERTOTAL S.A. E.S.P.,,,,,,,5.0,1.0,,,,,,,,,53274.0,19372.0,,,,,,,,,17912438.0,7428893.0,,,,,,,,,10654.8,19372.0,,,,,,,,,3582487.6,7428893.0,,,,,,,,,336.23227090137783,383.48611397893865,,
72378,1056,2012,Noviembre,Rural,VALLE DEL CAUCA,GUACARI,VATIA S.A. E.S.P.,,,,,,,1.0,,,,,,,,,,17499.0,,,,,,,,,,5057317.0,,,,,,,,,,17499.0,,,,,,,,,,5057317.0,,,,,,,,,,289.0060574889994,,,
72693,310,2003,Marzo,Rural,VALLE DEL CAUCA,GUACARI,COMERCIALIZAR S.A. E.S.P. EN LIQUIDACION,,,,,,,1.0,,,,,,,,,,15810.0,,,,,,,,,,2549550.0,,,,,,,,,,15810.0,,,,,,,,,,2549550.0,,,,,,,,,,161.26185958254268,,,
